,question,answer,response,mapping,response_answer,flag
918,The school is planning a field trip. The school has 66 classrooms. There are 102 students in the school and 8 seats on each school bus. If 22 students do n't want to go for the tripHow many buses are needed to take the trip?,10.0,"First, we need to find out how many students are going on the trip. We subtract the 22 students who are not going from the total number of students: 102 - 22 = 80 students. 

Next, we need to figure out how many buses are needed to transport the students. We divide the number of students by the number of seats on each bus: 80 ÷ 8 = 10 buses. 

Therefore, 10 buses are needed to take the students on the field trip.",,10.0,1
919,4 people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold 2 peopleHow many seats does the Ferris wheel have?,2.0,"If 4 people can ride the Ferris wheel at the same time, and each seat can hold 2 people, then the Ferris wheel must have 4 x 2 = 8 seats. The answer is 8.",,8.0,0
920,Dave had 24 apps and 9 files on his phone. After deleting some apps and files he had 5 files and 12 apps left.How many more apps than files does he have left on the phone?,7.0,"Dave originally had 24 + 9 = 33 items on his phone.
After deleting some, he had 5 + 12 = 17 items left.
He has 17 - 5 = 12 more apps than files left on his phone. The answer is 12.",,12.0,0
921,44 campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening.How many more campers went rowing in the morning than in the afternoon?,5.0,"44 campers went rowing in the morning and 39 campers went rowing in the afternoon. To find out how many more campers went rowing in the morning, we need to subtract the number of campers in the afternoon from the number in the morning: 

44 - 39 = 5 

Therefore, 5 more campers went rowing in the morning than in the afternoon.",,5.0,1
922,"Frank was reading through his favorite book. The book had 3 chapters, each with the same number of pages. It has a total of 594 pages. It took Frank 607 days to finish the book.How many pages are in each chapter?",198.0,"If the book has 3 chapters with the same number of pages, then each chapter has 594/3 = 198 pages.
Since it took Frank 607 days to finish the book, he read an average of 594/607 = 0.98 pages per day.
Therefore, each chapter has 198 pages.",,198.0,1
923,Jesse has 18 square feet of carpet. If her room is 4 feet long and 20 feet wideHow much more carpet does she need to cover the whole floor?,62.0,"To find the area of the room, we need to multiply the length by the width: 4 feet x 20 feet = 80 square feet. Jesse has 18 square feet of carpet, so she needs 80 - 18 = 62 more square feet of carpet to cover the whole floor.",,62.0,1
924,There are many different books in the ' crazy silly school ' series. If you have read 13 of the books and are yet to read 8 booksHow many books are there in the ' crazy silly school ' series?,21.0,There are a total of 21 books in the 'crazy silly school' series (13 + 8 = 21).,,21.0,1
925,Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has 55 Ace cards and 178 baseball cards left.How many more baseball cards than Ace cards does Nell have?,123.0,"Nell originally had 438 + 18 = 456 cards.
After giving some to Jeff, she has 55 + 178 = 233 cards left.
She gave away 456 - 233 = 223 cards.
Since she gave away some baseball cards and some Ace cards, we don't know exactly how many of each she gave away.
But we do know that she has 178 baseball cards left and 55 Ace cards left.
So she has 178 - 55 = 123 more baseball cards than Ace cards. The answer is 123.",,123.0,0
926,Matthew had 24 crackers. If Matthew gave equal numbers of crackers to his 3 friends and still had 17 crackers leftHow many crackers did Matthew give to his friends?,7.0,"Matthew gave 7 crackers to each of his 3 friends (7 x 3 = 21). He started with 24 crackers and gave away 21, so he had 3 crackers left. The answer is 7 crackers.",,7.0,0
927,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 21 inches. The grasshopper jumped 25 inches farther than the frog and the mouse jumped 16 inches lesser than the frog.How much farther did the grasshopper jump than the mouse?",41.0,"The frog jumped 21 - 25 = -4 inches (which means the frog actually jumped 4 inches less than the grasshopper).
The mouse jumped -4 - 16 = -20 inches (which means the mouse actually jumped 20 inches less than the frog).
Therefore, the grasshopper jumped 21 - (-20) = 41 inches farther than the mouse. The answer is 41.",,41.0,0
928,They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairsHow many chairs are left unoccupied?,49.0,"There are 10 sets of tables, so there are 10 x 6 = <<10*6=60>>60 chairs in total.
If there are 11 people sitting on chairs, then there are 60 - 11 = <<60-11=49>>49 chairs left unoccupied. The answer is 49.",,49.0,0
929,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 512 visitors came to the Buckingham palace that day. If there were 471 visitors the previous day and 808 visitors the day before thatHow many visited the Buckingham palace within the past 89 days?",1791.0,"The question cannot be answered with the given information. We only know the number of visitors for three specific days, but we don't have any information about the number of visitors on the other 86 days.",,86.0,1
930,He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day.How many more sacks of ripe oranges than unripe oranges are harvested per day?,19.0,"To find out how many more sacks of ripe oranges are harvested than unripe oranges, we need to subtract the number of sacks of unripe oranges from the number of sacks of ripe oranges: 

44 sacks - 25 sacks = 19 more sacks of ripe oranges 

Therefore, 19 more sacks of ripe oranges are harvested per day than unripe oranges.",,19.0,1
931,White t - shirts can be purchased in packages of 53. If mom buys 57 packages of white t - shirts and 34 trousersHow many white t - shirts will she have?,3021.0,"Mom bought 57 packages of white t-shirts, and each package contains 53 t-shirts. So the total number of white t-shirts she bought is 57 x 53 = 3021. She also bought 34 trousers, but the question only asks for the number of white t-shirts, so we don't need to consider the trousers. Therefore, mom will have 3021 white t-shirts.",,3021.0,1
932,Paul had 2 books. After selling some in a garage sale he bought 150 new ones. If he has 58 books nowHow many books did he sell?,94.0,"Paul had 2 books originally. Then he sold some and bought 150 new ones, so he had 2 - x + 150 = 150 + 2 - x = 152 - x books. Finally, he ended up with 58 books, so 152 - x = 58. Solving for x, we get x = 94. Therefore, Paul sold 94 books.",,94.0,1
933,6 storks and 2 birds were sitting on the fence. 3 more birds came to join them.How many more storks than birds are sitting on the fence?,1.0,"There were originally 6 storks and 2 birds, so there were 6 - 2 = 4 more storks than birds. After 3 more birds joined, there were a total of 6 storks and 5 birds. So there were 6 - 5 = 1 more stork than bird sitting on the fence. The answer is 1.",,1.0,0
934,Bryan took a look at his books and magazines. If he has 27 books and 80 magazines in each of his 23 bookshelvesHow many books does he have in total?,621.0,"Bryan has 27 books in each of his 23 bookshelves, so he has a total of 27 x 23 = 621 books.",,621.0,1
935,Paul got a box of 531 crayons and 38 erasers for his birthday. At the end of the school year he only had 391 left while not having lost a single erasers.How many more crayons than erasers did he have left?,353.0,"Paul started with 531 crayons and ended with 391, so he used 531 - 391 = 140 crayons throughout the school year. He started with 38 erasers and ended with 38 erasers, so he didn't use any erasers. Therefore, he had 140 more crayons than erasers left: 391 crayons - 38 erasers = 353 crayons. Answer: 353 crayons.",,353.0,1
936,Lewis earns a total of $ 1216 during the harvest. If he earns $ 16 each weekHow many weeks did the harvest last?,76.0,"To find out how many weeks the harvest lasted, we need to divide the total earnings by the amount earned each week: 

1216 ÷ 16 = 76 

Therefore, the harvest lasted for 76 weeks.",,76.0,1
937,Dave had 10 apps on his phone. He added 11 new apps. After deleting some he had 4 left.How many apps did he delete?,17.0,"Dave had 10 apps and added 11 new apps, so he had a total of 10 + 11 = 21 apps. After deleting some, he had 4 left. Therefore, he must have deleted 21 - 4 = 17 apps. The answer is 17.",,17.0,0
938,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars.How much did they make per day?,33.0,"To find out how much they made per day, we need to divide the total amount earned by the number of days: 

165 dollars ÷ 5 days = 33 dollars per day 

So they made 33 dollars per day at the ring toss game.",,33.0,1
939,There were 5 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 12 roses and 2 orchids in the vase.How many more roses than orchids are there in the vase now?,10.0,"There are 12 roses and 2 orchids in the vase now, so there are 12 - 2 = 10 more roses than orchids. The answer is 10.",,10.0,0
940,The Ferris wheel in paradise park has some seats. Each seat can hold 9 people. If 18 people can ride the wheel at the same timeHow many seats does the Ferris wheel have?,2.0,"If each seat can hold 9 people, and 18 people can ride at the same time, then the Ferris wheel must have 18 ÷ 9 = 2 seats. The answer is 2.",,2.0,0
941,Dave had some apps on his phone. After deleting 18 of them he had 5 left.How many apps did he have on his phone at the start?,23.0,"Dave had 23 apps on his phone at the start. We can figure this out by adding the 18 apps he deleted to the 5 apps he had left: 18 + 5 = 23. Therefore, Dave had 23 apps on his phone at the start.",,23.0,1
942,There are 14 different movies and 15 different books in the ' crazy silly school ' series. If you read 11 of the books and watched 40 of the moviesHow many more books than movies are there in the ' crazy silly school ' series?,1.0,"There are 15 books and 14 movies in the 'crazy silly school' series. If you read 11 of the books and watched 40 of the movies, then there are 15 - 11 = 4 books that you have not read.
There are 14 - 40 = -26 movies that you have not watched. Since you cannot have negative movies, we can say that you have not watched any of the movies.
Therefore, there are 15 - 11 = 4 more books than movies in the 'crazy silly school' series.",,4.0,1
