,question,answer,response,mapping,response_answer,equations,correct
493," Mike had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",30,"Mike had c0 video games originally, but c1 of them weren't working. So he has c0 - c1 working video games. 
working_games = c0 - c1
If he sells each working game for $c2, then he can earn:
earnings = working_games * c2
The answer is earnings.","{'c0': 15.0, 'c1': 9.0, 'c2': 5.0}",30,"['working_games =  c0 - c1', 'earnings =  working_games * c2', 'answer = earnings']",1
494," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",36,"Edward earned c0 dollars for each lawn he mowed. He was supposed to mow c1 lawns, but he forgot to mow c2 of them. So he actually mowed c1 - c2 lawns. 
actual_lawns_mowed = c1 - c2
Therefore, he actually earned actual_lawns_mowed * c0 dollars. 
actual_earnings = actual_lawns_mowed * c0
The answer is actual_earnings.","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",36,"['actual_lawns_mowed =  c1 - c2', 'actual_earnings =  actual_lawns_mowed * c0', 'answer = actual_earnings']",1
495," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",14,"There are c1 people in the group, and c2 of them are kids. So the number of adults in the group is c1 - c2. Each adult meal costs $c0, so the total cost for the group to eat is:
total_cost = (c1 - c2) * c0
The answer is total_cost.","{'c0': 2.0, 'c1': 9.0, 'c2': 2.0}",14,"['total_cost =  (c1 - c2) * c0', 'answer = total_cost']",1
496," Chloe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",54,"Chloe baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. If she uses c2 cups of flour for each brownie, then she needs c2 * (c1 - c0) cups of flour for the remaining brownies. 
flour_needed = c2 * (c1 - c0)
The answer is flour_needed.","{'c0': 7.0, 'c1': 16.0, 'c2': 6.0}",54,"['flour_needed =  c2 * (c1 - c0)', 'answer = flour_needed']",1
497," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",15,"If c1 players quit, then there are c0 - c1 players left. Each player left had c2 lives, so the total number of lives is (c0 - c1) * c2. 
total_lives = (c0 - c1) * c2
The answer is total_lives.","{'c0': 8.0, 'c1': 3.0, 'c2': 3.0}",15,"['total_lives =  (c0 - c1) * c2', 'answer = total_lives']",1
498," Sam invited c0 friends to a birthday party, but c1 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly c2, how many should he buy? ",6,"Originally, Sam invited c0 friends, but c1 couldn't come. So the number of friends who will attend the party is c0 - c1. Sam wants to buy enough cupcakes so each person can have c2, so he needs to buy (c0 - c1) * c2 cupcakes. 
cupcakes_needed = (c0 - c1) * c2
The answer is cupcakes_needed.","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",6,"['cupcakes_needed =  (c0 - c1) * c2', 'answer = cupcakes_needed']",1
499," Megan earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",72,"Megan earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, then she only recycled c1 - c2 bags. 
recycled_bags = c1 - c2
The total points she earned would be the product of the points per bag and the number of bags she recycled. 
total_points = c0 * recycled_bags
The answer is total_points.","{'c0': 8.0, 'c1': 14.0, 'c2': 5.0}",72,"['recycled_bags =  c1 - c2', 'total_points =  c0 * recycled_bags', 'answer = total_points']",1
500," Will had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",5,"After spending c1 dollars on a new game, Will has c0 - c1 dollars left. He can buy c2 dollar toys with the money he has left by dividing the remaining money by the cost of each toy. 
number_of_toys = (c0 - c1) / c2
The answer is number_of_toys.","{'c0': 57.0, 'c1': 27.0, 'c2': 6.0}",5,"['number_of_toys =  (c0 - c1) / c2', 'answer = number_of_toys']",1
501, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,3,"After selling c1 puppies, there are c0 - c1 puppies left. To find out how many cages they used, we need to divide the remaining puppies by the number of puppies in each cage: 
cages_used = (c0 - c1) / c2
The answer is cages_used.","{'c0': 18.0, 'c1': 3.0, 'c2': 5.0}",3,"['cages_used =  (c0 - c1) / c2', 'answer = cages_used']",1
502," Luke had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",6,"Luke put c1 pieces of clothing in one load, so he has c0 - c1 pieces of clothing left to split into c2 equal loads. To find out how many pieces of clothing can go in each small load, we need to divide the remaining clothes by the number of small loads: 
pieces_per_small_load = (c0 - c1) / c2
The answer is pieces_per_small_load.","{'c0': 47.0, 'c1': 17.0, 'c2': 5.0}",6,"['pieces_per_small_load =  (c0 - c1) / c2', 'answer = pieces_per_small_load']",1
503," Edward bought c0 tickets at the state fair. He spent c1 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost c2 tickets, how many rides could he go on? ",8,"Edward originally had c0 tickets. He spent c1 tickets at the 'dunk a clown' booth, so he has c0 - c1 tickets left. Each ride costs c2 tickets, so he can go on (c0 - c1) / c2 rides. 
rides = (c0 - c1) / c2
The answer is rides.","{'c0': 79.0, 'c1': 23.0, 'c2': 7.0}",8,"['rides =  (c0 - c1) / c2', 'answer = rides']",1
504," Katie baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",5,"Katie originally baked c0 cupcakes. Todd ate c1 of them, so there are c0 - c1 cupcakes left. If she puts c2 cupcakes in each package, she can make (c0 - c1) / c2 packages. 
packages = (c0 - c1) / c2
The answer is packages.","{'c0': 18.0, 'c1': 8.0, 'c2': 2.0}",5,"['packages =  (c0 - c1) / c2', 'answer = packages']",1
505, Megan had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Megan end up with? ,9,"Megan started with c0 files and deleted c1 of them, leaving her with c0 - c1 files. She then put these remaining files into folders with c2 files in each one. To find out how many folders she ended up with, we need to divide the number of remaining files by the number of files in each folder: 
folders = (c0 - c1) / c2
The answer is folders.","{'c0': 93.0, 'c1': 21.0, 'c2': 8.0}",9,"['folders =  (c0 - c1) / c2', 'answer = folders']",1
506, Wendy uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,7,"Wendy put c1 pictures into one album, so there are c1 pictures in that album. The remaining pictures were put into c2 different albums, so each of those albums must have (c0 - c1) / c2 pictures. 
pictures_per_album = (c0 - c1) / c2
The answer is pictures_per_album.","{'c0': 79.0, 'c1': 44.0, 'c2': 5.0}",7,"['pictures_per_album =  (c0 - c1) / c2', 'answer = pictures_per_album']",1
507," Isabel had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",8,"Isabel finished c1 problems and still had c2 problems left. So she completed a total of c1 + c2 problems. If each page has the same number of problems, then the number of pages she completed is (c1 + c2) / p, where p is the number of problems on each page. Therefore, we can solve for p by dividing the total number of problems completed by the number of pages: 
p = (c1 + c2) / pages_completed
The answer is p.","{'c0': 72.0, 'c1': 32.0, 'c2': 5.0}",-1,"['p =  (c1 + c2) / pages_completed', 'answer = p']",0
508," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",6,"The cafeteria had c0 apples. They handed out c1 apples to students, so they have c0 - c1 apples left for pies. Each pie takes c2 apples, so the number of pies they can make is (c0 - c1) / c2. 
pies = (c0 - c1) / c2
The answer is pies.","{'c0': 62.0, 'c1': 8.0, 'c2': 9.0}",6,"['pies =  (c0 - c1) / c2', 'answer = pies']",1
509," Mike made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",9,"Mike had c0 dollars originally. He spent c1 dollars on new mower blades. So he has c0 - c1 dollars left. He can buy c2 dollar games with the money he has left by dividing the remaining money by the cost of each game. 
remaining_money = c0 - c1
games_can_buy = remaining_money / c2
The answer is games_can_buy.","{'c0': 101.0, 'c1': 47.0, 'c2': 6.0}",9,"['remaining_money =  c0 - c1', 'games_can_buy =  remaining_money / c2', 'answer = games_can_buy']",1
510," Paige's team won their dodgeball game and scored c0 points total. If Paige scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",5,"Let's start by using algebra to solve for the number of players on Paige's team. We know that the total number of points scored is c0, and that Paige scored c1 of those points. Let's call the number of other players on the team ""x"". We also know that each of those players scored c2 points. 

So the total number of points scored can be expressed as: 

c0 = c1 + x*c2 

We can rearrange this equation to solve for x: 

x = (c0 - c1) / c2 

So the answer is x, the number of other players on Paige's team.","{'c0': 41.0, 'c1': 11.0, 'c2': 6.0}",5,"['c0 =  c1 + x*c2 ', 'x =  (c0 - c1) / c2 ']",1
511," Oliver is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Oliver with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",9,"Oliver is left with c0 - c1 books to put away. To figure out how many shelves he needs, we divide the number of books by the number of books that can fit on each shelf: 
shelves_needed = (c0 - c1) / c2
The answer is shelves_needed.","{'c0': 46.0, 'c1': 10.0, 'c2': 4.0}",9,"['shelves_needed =  (c0 - c1) / c2', 'answer = shelves_needed']",1
512, Emily was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Emily have? ,3,"Emily planted c1 seeds in the big garden, so she has c0 + c1 seeds left for the small gardens. Each small garden has c2 seeds planted in it. So the number of small gardens Emily has is:
num_small_gardens = (c0 + c1) / c2
The answer is num_small_gardens.","{'c0': 41.0, 'c1': 29.0, 'c2': 4.0}",17.5,"['num_small_gardens =  (c0 + c1) / c2', 'answer = num_small_gardens']",0
513," Edward made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",8,"Edward had c0 dollars originally. He spent c1 dollars on new mower blades. So he has c0 - c1 dollars left. He can buy c2 dollar games with the money he has left by dividing the remaining money by the cost of each game. 
remaining_money = c0 - c1
games_can_buy = remaining_money / c2
The answer is games_can_buy.","{'c0': 37.0, 'c1': 21.0, 'c2': 2.0}",8,"['remaining_money =  c0 - c1', 'games_can_buy =  remaining_money / c2', 'answer = games_can_buy']",1
514, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,5,"After selling c1 puppies, there are c0 - c1 puppies left. To find out how many cages they used, we need to divide the remaining puppies by the number of puppies in each cage: 
cages_used = (c0 - c1) / c2
The answer is cages_used.","{'c0': 81.0, 'c1': 41.0, 'c2': 8.0}",5,"['cages_used =  (c0 - c1) / c2', 'answer = cages_used']",1
515," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",6,"If c1 students didn't get picked for the team, then the number of students who did get picked is c0 - c1. These students were then divided into c2 groups, so each group would have (c0 - c1) / c2 students. 
students_per_group = (c0 - c1) / c2
The answer is students_per_group.","{'c0': 65.0, 'c1': 17.0, 'c2': 8.0}",6,"['students_per_group =  (c0 - c1) / c2', 'answer = students_per_group']",1
516," Tom had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",2,"Tom had c0 dollars originally. He spent c1 dollars on a new game, so he has c0 - c1 dollars left. He wants to know how many c2 dollar toys he can buy with the money he has left. 
number_of_toys = (c0 - c1) / c2
The answer is number_of_toys.","{'c0': 57.0, 'c1': 49.0, 'c2': 4.0}",2,"['number_of_toys =  (c0 - c1) / c2', 'answer = number_of_toys']",1
