,question,answer,response,mapping,response_answer,equations,correct
517," Isabel picked c0 flowers for her friend?€?s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",7,"Isabel picked c0 flowers and was making bouquets with c1 flowers in each one. So the number of bouquets she could make is:
bouquets = c0 / c1
However, c2 of the flowers wilted before the wedding, so she can only use c0 - c2 flowers. The new number of bouquets she can make is:
new_bouquets = (c0 - c2) / c1
The answer is new_bouquets.","{'c0': 66.0, 'c1': 8.0, 'c2': 10.0}",7,"['bouquets =  c0 / c1', 'new_bouquets =  (c0 - c2) / c1', 'answer = new_bouquets']",1
518, For Halloween Sarah received c0 pieces of candy. She ate c1 pieces then placed the rest into piles with c2 in each pile. How many piles could she make? ,8,"Sarah started with c0 pieces of candy. She ate c1 pieces, so she had c0 - c1 pieces left. She wants to make piles with c2 pieces in each pile. So the number of piles she can make is the number of times c2 goes into c0 - c1, rounded down to the nearest whole number. 
piles = floor((c0 - c1) / c2)
The answer is piles.","{'c0': 108.0, 'c1': 36.0, 'c2': 9.0}",8,"['piles =  floor((c0 - c1) / c2)', 'answer = piles']",1
519, Nancy had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Nancy end up with? ,7,"Nancy started with c0 files and deleted c1 of them, leaving her with c0 - c1 files. She then put these remaining files into folders with c2 files in each one. To find out how many folders she ended up with, we need to divide the number of remaining files by the number of files in each folder:
folders = (c0 - c1) / c2
The answer is folders.","{'c0': 80.0, 'c1': 31.0, 'c2': 7.0}",7,"['folders =  (c0 - c1) / c2', 'answer = folders']",1
520," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",9,"If c1 students didn't get picked for the team, then the number of students who did get picked is c0 - c1. These students were then divided into c2 groups, so the number of students in each group is:
(c0 - c1) / c2
The answer is (c0 - c1) / c2.","{'c0': 36.0, 'c1': 9.0, 'c2': 3.0}",9,['answer = (c0 - c1) / c2'],1
521," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",9,"The cafeteria had c0 apples originally. They handed out c1 apples to students, so they have c0 - c1 apples left for pies. To find out how many pies they can make, we need to divide the number of remaining apples by the number of apples needed for each pie:
pies = (c0 - c1) / c2
The answer is pies.","{'c0': 96.0, 'c1': 42.0, 'c2': 6.0}",9,"['pies =  (c0 - c1) / c2', 'answer = pies']",1
522, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,9,"The number of puppies left after selling some is:
c0 - c1
Then we need to divide this number by the number of puppies in each cage to find the number of cages used:
(c0 - c1) / c2
The answer is (c0 - c1) / c2.","{'c0': 64.0, 'c1': 28.0, 'c2': 4.0}",9,['answer = (c0 - c1) / c2'],1
523, Edward was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,2,"Edward started with c0 games and sold c1 of them, so he has c0 - c1 games left. He then packed c2 games into each box, so the number of boxes he needed is the number of times c2 goes into c0 - c1, rounded up to the nearest integer. This can be expressed as:

boxes = ceil((c0 - c1) / c2)

The answer is boxes, where ceil() is the ceiling function that rounds up to the nearest integer.","{'c0': 35.0, 'c1': 19.0, 'c2': 8.0}",2,"['boxes =  ceil((c0 - c1) / c2)', 'answer = boxes, where ceil() is the ceiling function that rounds up to the nearest integer']",1
524," Frank made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",4,"Frank started with c0 dollars and spent c1 dollars on mower blades. So he has c0 - c1 dollars left. To find out how many c2 dollar games he can buy, we divide the amount he has left by the cost of each game:
games = (c0 - c1) / c2
The answer is games.","{'c0': 19.0, 'c1': 11.0, 'c2': 2.0}",4,"['games =  (c0 - c1) / c2', 'answer = games']",1
525," Megan had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",7,"Megan finished c1 problems, so she still has c0 - c1 problems left to do. If she has c2 pages left to do, then each page must have (c0 - c1) / c2 problems on it. 
problems_per_page = (c0 - c1) / c2
The answer is problems_per_page.","{'c0': 40.0, 'c1': 26.0, 'c2': 2.0}",7,"['problems_per_page =  (c0 - c1) / c2', 'answer = problems_per_page']",1
526," Wendy picked c0 flowers for her friend?€?s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",7,"Wendy picked c0 flowers and was making bouquets with c1 flowers in each one. So the number of bouquets she could make originally was:
original_bouquets = c0 / c1
But c2 of the flowers wilted, so she now has c0 - c2 flowers left. The number of bouquets she can make now is:
new_bouquets = (c0 - c2) / c1
The answer is new_bouquets.","{'c0': 103.0, 'c1': 8.0, 'c2': 47.0}",7,"['original_bouquets =  c0 / c1', 'new_bouquets =  (c0 - c2) / c1', 'answer = new_bouquets']",1
527," Kaleb had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",4,"Kaleb put c1 pieces of clothing in one load, so he has c0 - c1 pieces left to split into c2 equal loads. To find out how many pieces of clothing can go in each small load, we need to divide the remaining pieces by the number of small loads: 
pieces_per_small_load = (c0 - c1) / c2
The answer is pieces_per_small_load.","{'c0': 39.0, 'c1': 19.0, 'c2': 5.0}",4,"['pieces_per_small_load =  (c0 - c1) / c2', 'answer = pieces_per_small_load']",1
528," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",2,"The number of people who showed up to the luncheon is c0 - c1. We need to divide this number by the number of people each table can hold, c2, and round up to the nearest whole number since we can't have a fraction of a table. 
tables_needed = ceil((c0 - c1) / c2)
The answer is tables_needed.","{'c0': 18.0, 'c1': 12.0, 'c2': 3.0}",2,"['tables_needed =  ceil((c0 - c1) / c2)', 'answer = tables_needed']",1
529," Mike is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Mike with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",8,"Mike is left with c0 - c1 books to put away. To figure out how many shelves he needs, we need to divide the number of books by the number of books that can fit on each shelf:
shelves_needed = (c0 - c1) / c2
The answer is shelves_needed.","{'c0': 82.0, 'c1': 10.0, 'c2': 9.0}",8,"['shelves_needed =  (c0 - c1) / c2', 'answer = shelves_needed']",1
530, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,6,"The number of puppies left after selling some is:
c0 - c1
Then we need to divide this number by the number of puppies in each cage to find the number of cages used:
(c0 - c1) / c2
The answer is (c0 - c1) / c2.","{'c0': 78.0, 'c1': 30.0, 'c2': 8.0}",6,['answer = (c0 - c1) / c2'],1
531, Bianca uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,2,"Bianca put c1 pictures into one album, so there are c1 pictures in that album. She put the rest, which is c0 - c1 pictures, into c2 different albums. To find out how many pictures were in each of those albums, we can divide the remaining pictures by the number of albums:
pictures_per_album = (c0 - c1) / c2
The answer is pictures_per_album.","{'c0': 33.0, 'c1': 27.0, 'c2': 3.0}",2,"['pictures_per_album =  (c0 - c1) / c2', 'answer = pictures_per_album']",1
532," Emily's team won their dodgeball game and scored c0 points total. If Emily scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",8,"Let's start by using algebra to solve for the number of players on Emily's team. We know that the total number of points scored is c0, and that Emily scored c1 of those points. That means the rest of the team scored a total of c0 - c1 points. We also know that each of the other players scored c2 points. So we can set up an equation:

(c0 - c1) = (number of other players) x c2

We can simplify this equation by dividing both sides by c2:

(number of other players) = (c0 - c1) / c2

So the answer is the number of other players, which is (c0 - c1) / c2.","{'c0': 39.0, 'c1': 23.0, 'c2': 2.0}",8,"['c1) =  (number of other players) x c2', 'players) =  (c0 - c1) / c2']",1
533," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",8,"The number of people who showed up to the luncheon is c0 - c1. We need to divide this number by the number of people each table can hold to find the number of tables needed. 
tables_needed = (c0 - c1) / c2
The answer is tables_needed.","{'c0': 47.0, 'c1': 7.0, 'c2': 5.0}",8,"['tables_needed =  (c0 - c1) / c2', 'answer = tables_needed']",1
534," A waiter had c0 customers in his section. If c1 of them left and the rest of his tables had c2 people at each table, how many tables did he have? ",4,"The waiter originally had c0 customers in his section. After c1 of them left, he had c0 - c1 customers remaining. We can divide the remaining customers by the number of people at each table to find the number of tables the waiter had. 
number_of_tables = (c0 - c1) / c2
The answer is number_of_tables.","{'c0': 44.0, 'c1': 12.0, 'c2': 8.0}",4,"['number_of_tables =  (c0 - c1) / c2', 'answer = number_of_tables']",1
535, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,5,"The store started with c0 coloring books and got rid of c1 of them. So they were left with c0 - c1 coloring books. 
remaining_books = c0 - c1
To figure out how many shelves they used, we need to divide the remaining books by the number of books on each shelf: 
shelves_used = remaining_books / c2
The answer is shelves_used.","{'c0': 40.0, 'c1': 20.0, 'c2': 4.0}",5,"['remaining_books =  c0 - c1', 'shelves_used =  remaining_books / c2', 'answer = shelves_used']",1
536," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",7,"If c1 students didn't get picked for the team, then the number of students who did get picked is c0 - c1. These students were then divided into c2 groups, so the number of students in each group is:
(c0 - c1) / c2
The answer is (c0 - c1) / c2.","{'c0': 64.0, 'c1': 36.0, 'c2': 4.0}",7,['answer = (c0 - c1) / c2'],1
537, Kaleb was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,6,"Kaleb started with c0 games and sold c1 of them, so he has c0 - c1 games left. He then packed c2 games into each box, so the number of boxes he needed is the number of times c2 goes into c0 - c1, rounded up to the nearest integer. This can be expressed as:
boxes = ceil((c0 - c1) / c2)
The answer is boxes.","{'c0': 76.0, 'c1': 46.0, 'c2': 5.0}",6,"['boxes =  ceil((c0 - c1) / c2)', 'answer = boxes']",1
538," Jerry is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Jerry with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",9,"Jerry is left with c0 - c1 books to put away. To determine how many shelves he needs, we divide the number of books by the number of books that can fit on each shelf: 
shelves_needed = (c0 - c1) / c2
The answer is shelves_needed.","{'c0': 34.0, 'c1': 7.0, 'c2': 3.0}",9,"['shelves_needed =  (c0 - c1) / c2', 'answer = shelves_needed']",1
