,question,answer,response,tokens,logprobs,mapping,response_answer
523, Edward was selling his old games. He started out with 35 but sold 19 of them. He packed the rest up putting 8 games into each box. How many boxes did he have to use? ,2.0, Edward started with 35 games. He sold 19 of them. So he had 35 - 19 = 16 games left. He packed 8 games into each box. So he needed 16 / 8 = 2 boxes. The answer is 2.,"[' Edward', ' started', ' with', ' 35', ' games', '.', ' He', ' sold', ' 19', ' of', ' them', '.', ' So', ' he', ' had', ' 35', ' -', ' 19', ' =', ' 16', ' games', ' left', '.', ' He', ' packed', ' 8', ' games', ' into', ' each', ' box', '.', ' So', ' he', ' needed', ' 16', ' /', ' 8', ' =', ' 2', ' boxes', '.', ' The', ' answer', ' is', ' 2', '.']","[-0.091897294, -0.3615662, -0.13922685, -9.329886e-05, -0.15555453, -0.18795736000000002, -0.43616079999999996, -0.005675399, -0.0025899138, -0.87543905, -0.00018414621999999998, -0.4843625, -0.7342276600000001, -0.026539946000000002, -0.32887048, -0.0015290863000000001, -0.03830252, -0.00093743607, -0.03630422, -0.00966931, -0.13306573, -0.050218888, -0.046238117, -0.6583654, -0.7237372999999999, -0.37606043, -0.20566744, -0.14707161, -0.011337012, -0.00017627938, -0.052657920000000004, -0.24246736, -0.24160704, -0.80066043, -0.008292114, -0.027169846, -2.0696069000000002e-05, -0.0047933483, -0.00031227022, -0.021125736000000003, -0.08553047500000001, -0.04614879, -3.2616e-05, -3.1901687000000004e-05, -0.00017973736, -0.01687393]",,2.0
524," Frank made 19 dollars mowing lawns over the summer. If he spent 11 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",4.0, Frank made 19 dollars mowing lawns. He spent 11 dollars buying new mower blades. So he had 19 - 11 = 8 dollars left. 8 dollars can buy 4 2 dollar games. The answer is 4.,"[' Frank', ' made', ' 19', ' dollars', ' m', 'owing', ' lawn', 's', '.', ' He', ' spent', ' 11', ' dollars', ' buying', ' new', ' m', 'ower', ' blades', '.', ' So', ' he', ' had', ' 19', ' -', ' 11', ' =', ' 8', ' dollars', ' left', '.', ' 8', ' dollars', ' can', ' buy', ' 4', ' 2', ' dollar', ' games', '.', ' The', ' answer', ' is', ' 4', '.']","[-0.08921079999999999, -0.66791093, -0.0015126710000000002, -0.00018116973999999998, -0.6641313, -3.7684315e-06, -0.00060142635, -0.00014683108, -0.34724057, -0.6709518, -0.09581784, -2.4272329e-05, -0.06362193000000001, -0.46558195, -0.26188788, -0.034013446, -2.6538237000000004e-05, -0.0004508442, -0.056331612, -0.12991492, -0.041276004000000005, -0.18817541000000002, -0.008595427000000001, -0.018485507, -0.0018744307, -0.063871905, -5.037998e-05, -0.04582239, -0.025898028, -0.016229462, -0.53343594, -0.52043456, -0.31455547, -0.0003380878, -0.6482076999999999, -0.7820779, -0.102990575, -1.7713980000000002e-05, -0.001444802, -0.20911846, -8.1019425e-05, -3.237946e-05, -3.6311474e-05, -0.0101596285]",,4.0
525," Megan had 40 homework problems. She finished 26 of them but still had 2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",7.0," Megan had 40 homework problems. She finished 26 of them. So she had 40 - 26 = 14 problems left. If each page has the same number of problems, and she has 2 pages, that means she has 2 x 14 = 28 problems left. So each page has 28 / 2 = 14 problems.","[' Megan', ' had', ' 40', ' homework', ' problems', '.', ' She', ' finished', ' 26', ' of', ' them', '.', ' So', ' she', ' had', ' 40', ' -', ' 26', ' =', ' 14', ' problems', ' left', '.', ' If', ' each', ' page', ' has', ' the', ' same', ' number', ' of', ' problems', ',', ' and', ' she', ' has', ' 2', ' pages', ',', ' that', ' means', ' she', ' has', ' 2', ' x', ' 14', ' =', ' 28', ' problems', ' left', '.', ' So', ' each', ' page', ' has', ' 28', ' /', ' 2', ' =', ' 14', ' problems', '.']","[-0.67876804, -0.29979193, -0.048893552, -0.15133075, -4.6086590000000006e-05, -0.32483038000000003, -0.050030313, -0.0413826, -0.00010510145999999999, -0.14698648, -0.0061642425, -0.36857322000000003, -0.2749397, -0.014775565000000001, -0.15947892, -0.013160288000000001, -0.026653249, -0.0005617646000000001, -0.0057583633, -0.0027147003, -0.48680303, -0.026715813, -0.31852338, -0.52086776, -0.38219994, -7.708367e-05, -0.049204808, -9.198663e-05, -0.0005504303, -0.0003274144, -0.0013931696, -0.00029152130000000004, -0.36221388, -0.20636702, -0.5766309, -0.6334256500000001, -0.033058506, -8.841036500000001e-05, -0.61087734, -0.6333108, -0.17036334, -0.22753932000000002, -0.026728790000000002, -0.39057156, -0.41172966, -0.326194, -0.0076967073, -0.00021467115, -0.0013078774, -0.43649036, -0.10820603000000001, -0.11803534600000001, -0.11327942, -1.6642034e-05, -0.41998002, -0.1689201, -0.025721204, -9.846204e-06, -0.0015537436, -0.0038476915, -0.013348856000000001, -0.6689438]",,14.0
526," Wendy picked 103 flowers for her friend’s wedding. She was making bouquets with 8 flowers in each one. If 47 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0," Wendy started with 103 flowers. If 47 of them wilted, she would have 103 - 47 = 56 flowers left. 8 flowers in each bouquet means she could make 56 / 8 = 7 bouquets.","[' Wendy', ' started', ' with', ' 103', ' flowers', '.', ' If', ' 47', ' of', ' them', ' wil', 'ted', ',', ' she', ' would', ' have', ' 103', ' -', ' 47', ' =', ' 56', ' flowers', ' left', '.', ' 8', ' flowers', ' in', ' each', ' bou', 'quet', ' means', ' she', ' could', ' make', ' 56', ' /', ' 8', ' =', ' 7', ' bou', 'qu', 'ets', '.']","[-0.5750744999999999, -1.1950332, -0.004457175, -0.00028854018, -0.0014003925, -0.008441896, -0.99089783, -0.11333829999999999, -0.18461308, -0.11714053, -0.006475911, -1.5327929000000002e-05, -0.002345647, -0.72460264, -0.81584156, -0.040866733, -0.0015050304, -0.022400642000000002, -0.0026546975000000003, -0.020659586, -4.477904e-05, -0.2214225, -0.14112869, -0.0035794869, -1.154826, -0.008881994, -0.6415401, -0.10983279, -0.0033138660000000004, -0.00013168594, -0.16418244, -0.15183492, -0.28681543, -0.008340614, -0.013382142000000001, -0.034821548, -4.727961600000001e-05, -0.04531016, -0.011914159, -0.006134854, -0.0003426196, -9.370307e-06, -0.08038357]",,7.0
527," Kaleb had 39 pieces of clothing to wash. He put 19 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? ",4.0," Kaleb had 39 pieces of clothing. He put 19 in one load, so he has 39 - 19 = 20 pieces left. He wants to put them in 5 loads, so each load will have 20 / 5 = 4 pieces of clothing. The answer is 4.","[' K', 'aleb', ' had', ' 39', ' pieces', ' of', ' clothing', '.', ' He', ' put', ' 19', ' in', ' one', ' load', ',', ' so', ' he', ' has', ' 39', ' -', ' 19', ' =', ' 20', ' pieces', ' left', '.', ' He', ' wants', ' to', ' put', ' them', ' in', ' 5', ' loads', ',', ' so', ' each', ' load', ' will', ' have', ' 20', ' /', ' 5', ' =', ' 4', ' pieces', ' of', ' clothing', '.', ' The', ' answer', ' is', ' 4', '.']","[-0.41546068, -0.00016483347, -0.18750682, -0.51517916, -0.026272321, -0.046874054000000005, -0.0014138799000000001, -0.74205893, -0.19506262, -0.019824542, -0.00010808167999999999, -0.47417712, -0.06659992, -0.004394971, -0.5675104, -0.27134949999999997, -0.49264646, -0.13221936, -0.72479737, -0.3060152, -0.003106133, -0.041380983, -1.7236207000000002e-05, -0.14398175, -0.44989023, -0.046893537000000006, -0.44663054, -0.04633251, -0.015802108000000002, -0.39859492, -0.41189736, -0.55975175, -0.00032705772999999997, -0.33262724, -0.046366718, -0.008796907000000001, -0.029233942000000002, -0.0014782273, -0.2571118, -0.10348002, -0.00030344594, -0.15582266, -5.8247755000000005e-05, -0.028769584, -0.0008239691399999999, -0.0055049327, -0.28721213, -0.00013693393999999998, -0.0096635325, -0.54255855, -0.00015851353, -1.7356348e-05, -9.771052e-05, -0.022193847000000003]",,4.0
528," A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? ",2.0," The company invited 18 people, but 12 of them didn't show up. So they only had 18 - 12 = 6 people show up. 6 people can sit at 2 tables with 3 people each. So they need 2 tables.","[' The', ' company', ' invited', ' 18', ' people', ',', ' but', ' 12', ' of', ' them', ' didn', ""'t"", ' show', ' up', '.', ' So', ' they', ' only', ' had', ' 18', ' -', ' 12', ' =', ' 6', ' people', ' show', ' up', '.', ' 6', ' people', ' can', ' sit', ' at', ' 2', ' tables', ' with', ' 3', ' people', ' each', '.', ' So', ' they', ' need', ' 2', ' tables', '.']","[-1.1340936, -0.18410708, -0.6371536999999999, -0.0008221791399999999, -0.0013687563000000002, -0.67043644, -0.005474246, -0.3197761, -0.2700875, -0.0059288135, -0.33401608, -0.00034583826, -0.0032732010000000003, -0.021341326, -0.12082894, -0.94607615, -0.57831246, -1.1695315, -0.36498454, -0.21796589, -0.0005946267, -0.0009056383, -0.014151425, -0.0001375281, -0.002134173, -0.32560742, -5.675771e-06, -0.0088761, -1.0108349, -0.024459230000000002, -0.7156594, -0.38475904, -0.002467772, -0.025361788000000003, -0.0010872569, -0.97626513, -8.399683400000002e-05, -0.00057154533, -0.20446485, -0.026342021, -0.01243292, -0.06777108, -0.07182664, -7.684431e-05, -0.00018665240000000002, -0.010601811000000001]",,2.0
529," Mike is at the library helping put away books. There are 82 book to put away total but a librarian takes 10 of them and leaves Mike with the rest. If he can fit 9 books on a shelf, how many shelves will he need? ",8.0, Mike has 82 books total. 10 are taken away and he is left with 72. 72/9=8. Mike will need 8 shelves.,"[' Mike', ' has', ' 82', ' books', ' total', '.', ' 10', ' are', ' taken', ' away', ' and', ' he', ' is', ' left', ' with', ' 72', '.', ' 72', '/', '9', '=', '8', '.', ' Mike', ' will', ' need', ' 8', ' shelves', '.']","[-1.1658955, -0.9153876, -0.03195075, -0.09048411, -1.2692125, -0.056511533, -0.11770393, -0.39266962, -0.00036742157, -0.0007598433299999999, -0.43596768, -0.022116756, -0.029341597, -2.8565719000000002e-05, -0.00024477651, -0.043143988, -0.2951162, -0.44491073000000003, -0.19499867, -1.3823811999999999e-06, -0.73494637, -0.16691881, -0.015897965, -0.07855079, -0.00037899045999999995, -7.3865966e-05, -0.0006613648000000001, -0.00010307304, -0.18795851]",,8.0
530, A pet store had 78 puppies. In one day they sold 30 of them and put the rest into cages with 8 in each cage. How many cages did they use? ,6.0, The pet store had 78 puppies. They sold 30 of them and put the rest in cages. They put 8 puppies in each cage. So they used 78 - 30 = 48 puppies in cages. They used 48 / 8 = 6 cages. The answer is 6.,"[' The', ' pet', ' store', ' had', ' 78', ' puppies', '.', ' They', ' sold', ' 30', ' of', ' them', ' and', ' put', ' the', ' rest', ' in', ' cages', '.', ' They', ' put', ' 8', ' puppies', ' in', ' each', ' cage', '.', ' So', ' they', ' used', ' 78', ' -', ' 30', ' =', ' 48', ' puppies', ' in', ' cages', '.', ' They', ' used', ' 48', ' /', ' 8', ' =', ' 6', ' cages', '.', ' The', ' answer', ' is', ' 6', '.']","[-1.3907045, -0.050909873, -0.0007163003, -0.44367029999999996, -0.0014996578, -0.004846594, -0.3418848, -0.59719044, -0.04681902, -0.00038865103999999995, -0.36758783, -0.00028424585, -0.7677822999999999, -0.015738873, -0.0035941426, -0.0047194436000000005, -0.520429, -0.0042042504, -0.13567108, -1.2434517999999999, -0.52672505, -0.0009070707000000001, -0.49922964000000003, -0.019725319, -3.0947078e-05, -0.000109035354, -0.0016213227000000001, -0.23411608, -0.37981775, -0.7334742999999999, -0.74678856, -0.10153978, -0.00060035154, -0.0396027, -0.0020885968, -0.041846212, -0.032609552, -0.012178817000000002, -0.0043851514000000005, -0.3683956, -1.0551792, -0.028290048, -0.027561838, -0.000118931544, -0.0041867727, -0.0012686079, -0.0014030179, -0.012417109, -0.06762937000000001, -0.0001517177, -5.1979979999999996e-06, -0.002642803, -0.079571955]",,6.0
531, Bianca uploaded 33 pictures to Facebook. She put 27 pics into one album and put the rest into 3 different albums. How many pictures were in each album? ,2.0, Bianca uploaded 33 pictures. She put 27 pictures into one album. That leaves 33 - 27 = 6 pictures. She put those 6 pictures into 3 different albums. That means each album had 2 pictures.,"[' Bian', 'ca', ' uploaded', ' 33', ' pictures', '.', ' She', ' put', ' 27', ' pictures', ' into', ' one', ' album', '.', ' That', ' leaves', ' 33', ' -', ' 27', ' =', ' 6', ' pictures', '.', ' She', ' put', ' those', ' 6', ' pictures', ' into', ' 3', ' different', ' albums', '.', ' That', ' means', ' each', ' album', ' had', ' 2', ' pictures', '.']","[-0.37924412, -2.0935424000000002e-05, -0.8654567999999999, -0.012673568000000001, -0.0013943625, -0.5982695, -0.62962437, -0.004388806, -7.946878e-05, -1.024871, -0.18907078, -0.057693640000000004, -9.532728000000001e-05, -0.61656964, -1.0039539, -0.61458826, -0.07553802400000001, -0.013165783, -1.4139594000000001e-05, -0.006155725000000001, -1.855031e-05, -0.22328368, -0.006834547000000001, -0.7916584999999999, -0.012965656, -0.44166106, -0.22908299000000001, -0.0975704, -0.0006440683, -0.0035549006, -0.41317487, -0.0011981284, -0.15284598, -0.70970565, -0.45100754, -0.28422558000000003, -0.004938297, -0.90524656, -0.52763903, -0.00019249456999999998, -0.17040008]",,2.0
532," Emily's team won their dodgeball game and scored 39 points total. If Emily scored 23 of the points and everyone else scored 2 points each, how many players were on her team? ",8.0," Emily scored 23 points and everyone else scored 2 points each. So if we add up all the points, we get 23 + 2 + 2 + ... The total number of points is 39. So 23 + 2(x) = 39. We can solve for x. 23 + 2x = 39. 23 + 2x - 23 = 39 - 23. 2x = 16. x = 8. So there were 8 players on her team.","[' Emily', ' scored', ' 23', ' points', ' and', ' everyone', ' else', ' scored', ' 2', ' points', ' each', '.', ' So', ' if', ' we', ' add', ' up', ' all', ' the', ' points', ',', ' we', ' get', ' 23', ' +', ' 2', ' +', ' 2', ' +', ' ...', ' The', ' total', ' number', ' of', ' points', ' is', ' 39', '.', ' So', ' 23', ' +', ' 2', '(', 'x', ')', ' =', ' 39', '.', ' We', ' can', ' solve', ' for', ' x', '.', ' 23', ' +', ' 2', 'x', ' =', ' 39', '.', ' 23', ' +', ' 2', 'x', ' -', ' 23', ' =', ' 39', ' -', ' 23', '.', ' 2', 'x', ' =', ' 16', '.', ' x', ' =', ' 8', '.', ' So', ' there', ' were', ' 8', ' players', ' on', ' her', ' team', '.']","[-0.40964746, -0.5802858, -0.00081907597, -0.023023304, -0.703198, -0.006336140400000001, -0.005433073, -0.03940378, -0.0002844852, -0.0010704888000000001, -0.12738702, -0.005880067, -0.77734077, -0.7324193999999999, -0.36522785, -0.024156991000000003, -0.030012077, -0.0009379129, -0.0025675027, -0.00016829051, -0.11192122, -0.031176105000000003, -0.5514186999999999, -0.1033822, -0.0002775683, -0.5126195, -0.36447045, -4.573365e-05, -0.0004422574, -0.1767156, -0.81581277, -0.023509527000000002, -0.020134782, -2.7490969000000003e-05, -0.004766638, -0.009889003, -0.0015268202, -9.937757e-05, -0.2272329, -1.0145978, -2.4866502000000002e-05, -0.08140871, -0.20177533, -0.34227267, -0.43766895, -9.258174000000001e-05, -1.8190814e-05, -0.30228089999999996, -0.48463094, -0.5976606, -0.0057547064, -0.0029949297, -6.9861335e-06, -0.3583496, -0.019403117, -4.5016520000000007e-05, -6.827631999999999e-08, -1.4139594000000001e-05, -9.055464e-07, -6.539934e-05, -0.062379856000000004, -0.46321229999999997, -0.00024120305999999998, -4.361666e-06, -6.827631999999999e-08, -5.912312e-06, -5.1334588e-05, -4.1232483e-06, -0.00016042086999999998, -2.4986643000000003e-05, -1.6521892e-05, -1.0800813e-05, -1.5925843e-05, -6.827631999999999e-08, -3.883893e-06, -0.00022826563999999997, -5.675771e-06, -0.013574197000000001, -0.0012451529000000001, -0.04742695, -5.5030050000000003e-05, -0.43423069999999997, -0.064126216, -0.037792325, -1.0561456000000002e-05, -0.015130713, -0.0006759167299999999, -0.008564467000000001, -5.026076500000001e-05, -0.14261189]",,8.0
533," A company invited 47 people to a luncheon, but 7 of them didn't show up. If the tables they had held 5 people each, how many tables do they need? ",8.0," The company invited 47 people, but 7 of them didn't show up. So 47 - 7 = 40 people showed up. 40 people / 5 people per table = 8 tables. The answer is 8.","[' The', ' company', ' invited', ' 47', ' people', ',', ' but', ' 7', ' of', ' them', ' didn', ""'t"", ' show', ' up', '.', ' So', ' 47', ' -', ' 7', ' =', ' 40', ' people', ' showed', ' up', '.', ' 40', ' people', ' /', ' 5', ' people', ' per', ' table', ' =', ' 8', ' tables', '.', ' The', ' answer', ' is', ' 8', '.']","[-1.3798636, -0.18146497, -0.4246199, -0.0014720791, -0.00051160867, -0.5974342, -0.011348766000000001, -0.15993853, -0.17202793, -0.013549487, -0.35338159999999996, -0.00022963606, -0.003626864, -0.043435466000000006, -0.11655253, -0.23244819, -0.48776025, -0.016414912, -0.0007940806000000001, -0.27189764, -0.00050468993, -0.026351077, -0.40882399999999997, -0.00031608582, -0.011353108, -1.0682954, -0.15869378, -0.7911768, -0.0002743515, -0.034485865000000004, -0.0031915756, -1.3823811999999999e-06, -0.4068409, -0.0035329484000000003, -0.25490028, -0.019835182, -0.035219207, -0.0009352884399999999, -0.00010593592999999999, -3.9411840000000004e-05, -0.14755991000000002]",,8.0
534," A waiter had 44 customers in his section. If 12 of them left and the rest of his tables had 8 people at each table, how many tables did he have? ",4.0," The waiter had 44 customers in his section. If 12 of them left, then he would have 44 - 12 = 32 customers left. If each table had 8 people, then he would have 8 tables. The answer is 8.","[' The', ' waiter', ' had', ' 44', ' customers', ' in', ' his', ' section', '.', ' If', ' 12', ' of', ' them', ' left', ',', ' then', ' he', ' would', ' have', ' 44', ' -', ' 12', ' =', ' 32', ' customers', ' left', '.', ' If', ' each', ' table', ' had', ' 8', ' people', ',', ' then', ' he', ' would', ' have', ' 8', ' tables', '.', ' The', ' answer', ' is', ' 8', '.']","[-0.63090956, -0.003233554, -0.93937695, -0.012757963, -0.007860143, -0.46188244, -0.03663792, -0.0007964676, -0.046798844000000006, -0.47042808, -0.00878085, -0.1257805, -0.0004595511, -0.0006091787000000001, -0.044369973, -0.31680638, -0.73476505, -0.8588566, -0.11731538, -0.0025032070000000003, -0.0679569, -0.0010274677, -0.10268868, -0.0008938864299999999, -0.0195598, -0.6929404, -0.0025768261, -0.29062158, -0.33283135, -0.4336383, -0.5809884, -1.8601541999999999e-06, -0.12387597600000001, -0.46410376000000003, -0.018312236000000003, -0.3545003, -0.0028961103, -0.019031623, -0.6799974999999999, -0.118868604, -0.041916072000000006, -0.24584468, -3.6670972e-05, -0.0002698197, -5.8487110000000005e-05, -0.06811717]",,8.0
